Label;SkillsCount;SkillsCombinationRarity;SkillsCombinationRarityPerCrewRarity;MaxRarity;VoyRank;GauntletRank;ScienceSkillCore;ScienceSkillRangeMin;ScienceSkillRangeMax;SecuritySkillCore;SecuritySkillRangeMin;SecuritySkillRangeMax;CommandSkillCore;CommandSkillRangeMin;CommandSkillRangeMax;DiplomacySkillCore;DiplomacySkillRangeMin;DiplomacySkillRangeMax;EngineeringSkillCore;EngineeringSkillRangeMin;EngineeringSkillRangeMax;MedicineSkillCore;MedicineSkillRangeMin;MedicineSkillRangeMax;B_CMD;A_CMD;B_SCI;A_SCI;B_SEC;A_SEC;V_CMD_SCI;G_CMD_SCI;V_CMD_SEC;G_CMD_SEC;V_CMD_ENG;G_CMD_ENG;V_CMD_DIP;G_CMD_DIP;V_CMD_MED;G_CMD_MED;V_SCI_SEC;G_SCI_SEC;V_SCI_ENG;G_SCI_ENG;V_SCI_DIP;G_SCI_DIP;V_SCI_MED;G_SCI_MED;V_SEC_ENG;G_SEC_ENG;V_SEC_DIP;G_SEC_DIP;V_SEC_MED;G_SEC_MED;V_ENG_DIP;V_ENG_MED;V_DIP_MED;EventsCount;IsInPortal;DaysFromDateAdded;InCollectionsCount;IsInSeries_ds9;IsInSeries_dsc;IsInSeries_ent;IsInSeries_original;IsInSeries_pic;IsInSeries_tas;IsInSeries_tng;IsInSeries_tos;IsInSeries_voy;ShipBattleAccuracyMax;ShipBattleEvasionMax;ShipBattleCritChanceMax;ShipBattleCritBonusMax;ActionBonusAmount;ActionCooldown;ActionInitialCooldown;ActionDuration;ActionLimit;ActionBonusType;ActionAbilityCondition;ActionAbilityType;ActionAbilityAmount;ActionPenaltyType;ActionPenaltyAmount;TraitsCount;Traits;TraitsHidden
10;3;0.021582734;0.055555556;4;724;484;385;36;92;609;203;448;444;99;249;0;0;0;0;0;0;0;0;0;437;436;347;379;296;256;475;378;349;114;606;472;691;597;578;441;345;104;561;551;755;805;529;504;465;161;622;301;431;140;884;817;858;11;True;1943;0;False;False;False;False;False;False;False;True;False;415;225;225;0;6;12;12;8;0;0;4;6;1300;0;0;6;Human,Federation,Starfleet,Pilot,Resourceful,Duelist;male,organic,tos,lieutenant,bridge_crew,sulu,crew_max_rarity_4
7;2;0.035971224;0.054545455;3;908;841;0;0;0;359;70;174;0;0;0;418;121;295;0;0;0;0;0;0;0;0;0;0;468;473;984;0;831;676;985;0;813;539;981;0;838;662;963;0;786;479;956;0;780;573;662;290;773;562;773;956;718;0;True;1943;1;True;False;False;False;False;False;False;False;False;150;655;57;285;3;8;0;8;0;0;0;0;0;1;2;6;Lurian,Courier,Duelist,Civilian,Gambler,Smuggler;nonhuman,male,organic,ds9,morn,crew_max_rarity_3
3;2;0.035971224;0.074074075;2;970;941;294;51;209;0;0;0;0;0;0;0;0;0;278;53;130;0;0;0;0;0;392;392;0;0;906;663;999;0;922;708;1006;0;1003;0;893;645;617;275;893;666;813;388;910;655;1003;0;1000;0;906;853;997;15;True;1943;2;False;False;False;False;False;False;False;False;True;75;170;310;50;2;14;8;10;0;1;0;4;750;0;0;4;Human,Borg,Civilian,Federation;nonhuman,female,organic,voy,bridge_crew,seven,crew_max_rarity_2
7;3;0.02877698;0.05221932;5;338;20;785;247;791;0;0;0;0;0;0;514;89;183;854;225;454;0;0;0;0;0;174;73;0;0;234;36;773;0;257;129;557;676;701;0;225;32;34;3;77;12;151;35;255;151;587;708;693;0;43;157;431;15;True;1943;1;False;False;False;False;False;False;False;False;True;1750;440;705;0;7;14;12;10;0;2;0;4;2000;0;0;4;Human,Borg,Civilian,Federation;nonhuman,female,organic,voy,bridge_crew,seven,crew_max_rarity_5
6;2;0.02877698;0.033333335;3;943;962;0;0;0;0;0;0;0;0;0;303;31;79;476;79;199;0;0;0;0;0;0;0;0;0;996;0;994;0;781;595;913;843;991;0;997;0;665;403;889;818;980;0;746;547;909;859;987;0;653;619;849;3;True;1943;2;False;False;False;False;False;False;False;False;True;870;340;0;165;4;10;12;12;0;2;0;7;15;0;0;2;Hirogen,Innovator;nonhuman,male,organic,voy,donik,crew_max_rarity_3
8;2;0.02877698;0.054545455;2;983;975;0;0;0;0;0;0;252;28;82;0;0;0;305;53;185;0;0;0;574;583;0;0;0;0;962;835;955;785;771;485;965;842;943;730;1005;0;835;448;1004;0;1000;0;888;590;1008;0;1005;0;889;822;1003;18;True;1943;2;False;False;True;False;False;False;False;False;False;520;165;50;35;2;8;6;3;0;1;0;2;10;0;0;5;Human,Starfleet,JuryRigger,Pilot,Explorer;male,organic,ent,commander,tucker,crew_max_rarity_2
9;2;0.035971224;0.028720627;1;996;984;0;0;0;0;0;0;0;0;0;261;42;108;0;0;0;147;49;131;0;0;0;0;0;0;1010;0;1011;0;1012;0;974;812;970;667;1011;0;1006;0;955;788;939;471;1009;0;963;839;954;633;947;937;809;15;True;1943;1;False;False;False;False;False;False;True;False;False;265;345;80;0;1;10;6;10;0;2;0;0;0;0;0;6;Federation,Starfleet,Human,Betazoid,Empath,Counselor;nonhuman,female,organic,tng,lieutenant_commander,bridge_crew,troi,crew_max_rarity_1
8;3;0.01438849;0.01305483;4;597;120;0;0;0;525;128;331;521;163;354;0;0;0;0;0;0;407;163;440;370;310;0;0;352;316;573;316;323;123;511;255;614;436;223;11;583;376;768;0;868;0;386;166;503;335;653;489;229;17;855;342;526;19;True;1943;1;False;False;False;False;False;False;True;False;False;90;2825;175;400;7;14;12;10;0;1;2;1;300;0;0;8;Federation,Starfleet,Human,Betazoid,Romulan,Empath,UndercoverOperative,TalShiar;nonhuman,female,organic,tng,lieutenant_commander,bridge_crew,troi,crew_max_rarity_4
8;3;0.021582734;0.027600849;5;363;155;0;0;0;383;203;253;0;0;0;1060;211;421;0;0;0;827;142;281;0;0;0;0;451;410;789;0;554;458;756;0;310;351;282;369;519;380;632;0;229;239;214;275;451;341;107;60;72;54;186;184;28;15;True;1943;0;False;False;False;False;False;False;True;False;False;1375;725;135;475;8;6;6;6;0;1;0;0;0;0;0;6;Federation,Starfleet,Human,Betazoid,Empath,Counselor;nonhuman,female,organic,tng,commander,bridge_crew,troi,crew_max_rarity_5
5;2;0.035971224;0.037037037;3;931;868;0;0;0;0;0;0;307;97;207;410;92;214;0;0;0;0;0;0;543;515;0;0;0;0;856;594;847;613;830;548;672;369;803;510;992;0;980;0;821;612;971;0;985;0;852;662;979;0;813;972;760;6;True;1943;1;True;False;False;False;False;False;False;False;False;0;830;85;270;4;10;8;10;0;1;0;4;1000;0;0;4;Bajoran,Vedek,CulturalFigure,Spiritual;nonhuman,female,organic,ds9,winn,crew_max_rarity_3
4;3;0.021582734;0.055555556;3;898;914;520;21;77;165;35;77;273;71;211;0;0;0;0;0;0;0;0;0;563;558;267;335;550;551;641;497;775;519;824;582;871;668;796;540;722;716;649;569;798;828;628;515;913;702;933;857;898;679;978;950;967;26;True;1943;2;False;False;True;False;False;False;False;False;False;175;100;3;120;5;10;6;10;0;2;0;0;0;0;0;4;Vulcan,HighCommand,Astrophysicist,Telepath;nonhuman,female,organic,ent,first_officer,bridge_crew,tpol,crew_max_rarity_3
8;3;0.021582734;0.055555556;4;723;641;692;56;171;320;91;227;512;112;307;0;0;0;0;0;0;0;0;0;376;349;195;210;498;477;296;195;450;241;578;375;663;532;554;365;364;288;417;456;625;706;383;422;649;498;768;644;619;477;883;816;857;26;True;1943;1;False;False;True;False;False;False;False;False;False;1400;1175;70;200;5;20;12;12;0;0;0;2;15;0;0;4;Vulcan,Starfleet,Astrophysicist,Telepath;nonhuman,female,organic,ent,first_officer,commander,bridge_crew,tpol,crew_max_rarity_4
10;1;0.021582734;0.011111111;1;1020;1003;0;0;0;0;0;0;0;0;0;201;51;189;0;0;0;0;0;0;0;0;0;0;0;0;1021;0;1022;0;1022;0;989;714;1023;0;1021;0;1021;0;971;686;1022;0;1022;0;975;749;1023;0;969;1023;954;9;True;1943;1;False;False;False;False;False;False;False;False;True;305;210;0;0;2;10;12;14;0;1;0;6;500;2;1;7;Talaxian,Mylean,Resourceful,Survivalist,Chef,Civilian,Communicator;nonhuman,male,organic,voy,neelix,crew_max_rarity_1
9;1;0.035971224;0.11111111;1;1018;1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;48;196;0;0;0;0;0;0;1020;0;1020;0;1020;0;1021;0;966;593;1020;0;1020;0;1021;0;932;399;1020;0;1021;0;952;563;1021;931;953;17;True;1943;3;False;False;False;False;False;False;False;True;False;245;285;8;10;3;12;8;10;0;2;0;0;0;0;2;5;Human,Federation,Starfleet,Doctor,Exobiology;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_1
5;2;0.035971224;0.028720627;3;915;806;0;0;0;0;0;0;0;0;0;271;112;252;0;0;0;444;90;278;0;0;0;0;0;0;986;0;984;0;988;0;872;586;720;427;984;0;969;0;847;539;616;307;977;0;877;607;713;416;832;586;531;26;True;1943;2;False;False;False;False;False;False;False;True;False;235;517;48;0;5;8;4;4;2;1;0;3;20;0;0;7;Federation,Starfleet,Doctor,Survivalist,Human,Desperate,Prisoner;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_3
10;3;0.02877698;0.05221932;4;697;683;736;121;286;0;0;0;0;0;0;367;87;175;524;86;167;0;0;0;0;0;189;189;0;0;526;470;902;0;598;634;733;690;870;0;524;440;213;147;344;211;325;282;569;569;750;721;857;0;380;368;604;5;True;1943;0;False;False;True;False;False;False;False;False;False;940;0;250;0;6;12;12;12;0;2;0;4;1000;0;0;4;Denobulan,QuantumMechanics,Civilian,Romantic;nonhuman,female,organic,ent,feezal,crew_max_rarity_4
9;2;0.035971224;0.037037037;5;445;121;0;0;0;0;0;0;921;187;348;876;281;759;0;0;0;0;0;0;169;144;0;0;0;0;343;297;404;382;311;237;72;6;277;228;834;0;700;0;291;50;680;0;774;0;363;74;767;0;254;653;237;4;True;1943;1;True;False;False;False;False;False;False;False;False;315;525;30;380;6;8;4;8;0;1;0;0;0;0;0;6;Bajoran,CulturalFigure,Spiritual,Communicator,Kai,Inspiring;nonhuman,female,organic,ds9,opaka,crew_max_rarity_5
9;2;0.035971224;0.1;4;852;669;0;0;0;582;223;450;492;71;180;0;0;0;0;0;0;0;0;0;399;438;0;0;318;261;755;664;411;146;703;626;758;701;652;578;613;163;926;0;960;0;912;0;532;145;675;279;503;126;954;908;942;32;True;1943;1;True;False;False;False;False;False;False;False;False;450;475;238;575;7;12;12;12;0;0;4;4;1000;0;0;6;Human,Scoundrel,Romantic,Tactician,TerranRebellion,MirrorUniverse;male,organic,ds9,captain,bridge_crew,mirror,sisko,crew_max_rarity_4
8;3;0.035971224;0.21443737;5;359;483;0;0;0;857;108;240;1135;150;322;486;92;214;0;0;0;0;0;0;53;79;0;0;203;233;206;382;87;203;166;310;139;231;139;304;344;511;630;0;543;614;607;0;301;460;198;299;260;438;509;579;446;17;True;1943;2;True;False;False;False;False;False;False;False;False;1115;700;40;1075;7;14;14;3;0;0;1;1;350;0;0;9;Human,Federation,Starfleet,Bajoran,CulturalFigure,Inspiring,Diplomat,Tactician,Chef;male,organic,ds9,captain,bridge_crew,sisko,crew_max_rarity_5
6;3;0.035971224;0.21443737;2;938;942;0;0;0;271;54;152;350;33;85;163;26;82;0;0;0;0;0;0;512;561;0;0;518;530;884;831;741;588;871;770;825;732;847;723;882;723;983;0;944;819;976;0;866;630;849;650;848;610;939;977;921;19;True;1943;3;True;False;False;False;False;False;False;False;False;215;240;30;80;3;10;6;10;0;0;0;0;0;0;0;9;Human,Federation,Starfleet,Bajoran,CulturalFigure,Inspiring,Diplomat,Caregiver,Chef;male,organic,ds9,captain,bridge_crew,sisko,crew_max_rarity_2
8;3;0.02877698;0.036363635;4;648;344;230;137;303;646;175;356;0;0;0;659;89;228;0;0;0;0;0;0;0;0;406;380;274;265;735;429;549;393;882;0;608;631;857;0;335;46;499;276;375;151;457;266;447;272;273;153;414;239;565;773;493;21;False;1943;1;False;False;False;False;False;False;False;False;True;1400;500;0;0;6;14;10;10;0;2;0;6;2000;0;0;10;Vulcan,Federation,Starfleet,Telepath,Talaxian,Mylean,Resourceful,Chef,Tactician,Communicator;nonhuman,male,organic,voy,lieutenant_commander,bridge_crew,tuvok,neelix,crew_max_rarity_4
5;3;0.021582734;0.055555556;3;897;933;143;38;132;353;39;115;502;35;91;0;0;0;0;0;0;0;0;0;386;464;423;419;472;503;715;606;631;644;767;763;820;829;724;718;769;545;858;518;912;770;844;479;784;677;870;835;779;657;975;947;966;19;True;1943;1;False;False;False;False;False;False;False;False;True;0;190;110;410;5;12;8;12;0;0;0;0;0;0;0;5;Human,Federation,Starfleet,Resourceful,Gambler;female,organic,voy,captain,bridge_crew,janeway,crew_max_rarity_3
3;3;0.035971224;0.07310705;4;679;795;475;34;73;0;0;0;718;106;261;532;74;213;0;0;0;0;0;0;247;258;303;340;0;0;322;383;557;543;472;446;356;325;447;422;702;830;478;563;403;506;434;512;869;0;686;691;852;0;631;792;543;21;True;1943;0;False;False;False;False;False;False;False;False;True;300;390;90;275;8;10;6;6;0;2;0;0;0;3;800;5;Human,Federation,Starfleet,Resourceful,Gambler;female,organic,voy,captain,bridge_crew,janeway,crew_max_rarity_4
8;3;0.021582734;0.055555556;4;621;225;405;110;239;497;181;374;613;157;349;0;0;0;0;0;0;0;0;0;302;267;337;331;377;299;299;80;272;90;473;274;583;447;448;260;333;64;452;341;671;568;414;321;499;243;651;409;470;214;859;759;823;30;True;1943;0;False;False;False;False;False;False;False;False;True;605;825;255;545;6;14;14;10;0;2;1;0;3;0;0;6;Human,Federation,Starfleet,Hologram,Villain,Brutal;female,organic,voy,captain,bridge_crew,janeway,crew_max_rarity_4
8;3;0.021582734;0.055555556;5;346;209;842;118;231;959;269;553;581;84;181;0;0;0;0;0;0;0;0;0;324;354;152;172;142;91;97;231;119;84;404;606;533;685;371;561;21;19;270;342;364;569;216;322;179;85;295;168;138;68;767;570;711;19;True;1943;0;False;False;False;False;False;False;False;False;True;1770;425;125;670;9;12;1;10;0;1;0;0;0;0;0;4;Human,Federation,Starfleet,Resourceful;female,organic,voy,admiral,bridge_crew,janeway,crew_max_rarity_5
6;3;0.035971224;0.07310705;2;945;954;271;26;103;0;0;0;331;53;138;148;28;59;0;0;0;0;0;0;528;548;397;402;0;0;776;577;878;732;870;698;837;672;843;657;906;818;842;552;842;715;830;506;991;0;965;871;988;0;955;981;943;19;True;1943;1;False;False;False;False;False;False;False;False;True;165;375;10;10;5;10;3;10;0;2;0;0;0;0;0;5;Human,Federation,Starfleet,Resourceful,Gambler;female,organic,voy,captain,bridge_crew,janeway,crew_max_rarity_2
2;2;0.035971224;0.028720627;2;979;967;0;0;0;0;0;0;0;0;0;246;44;121;0;0;0;310;50;152;0;0;0;0;0;0;1002;0;1004;0;1007;0;953;792;891;647;1002;0;998;0;932;773;823;443;1002;0;945;826;878;614;925;823;721;3;True;1943;1;False;False;False;False;False;False;False;False;True;275;275;0;50;3;10;6;10;0;1;0;0;0;0;0;4;Ocampa,Civilian,Nurse,Prodigy;nonhuman,female,organic,voy,kes,crew_max_rarity_2
8;2;0.035971224;0.044444446;1;998;979;253;25;113;0;0;0;145;37;163;0;0;0;0;0;0;0;0;0;610;604;403;405;0;0;878;551;976;721;976;691;988;764;969;646;958;808;928;542;961;795;914;496;1010;0;1013;0;1013;0;1012;1011;1011;34;True;1943;3;False;False;False;False;False;False;False;True;False;243;305;50;0;1;14;8;10;0;2;0;5;7500;0;0;8;Federation,Starfleet,Exobiology,Astrophysicist,Human,Vulcan,Telepath,Musician;nonhuman,male,organic,tos,commander,bridge_crew,first_officer,spock,spock_tos,crew_max_rarity_1
6;3;0.035971224;0.07310705;2;948;839;332;41;137;0;0;0;117;39;159;161;67;220;0;0;0;0;0;0;615;609;384;393;0;0;805;502;965;723;962;692;865;465;953;649;876;766;795;508;778;424;777;476;992;0;934;692;989;0;909;985;884;34;True;1943;3;False;False;False;False;False;False;False;True;False;325;140;25;0;3;10;6;10;2;1;0;6;650;0;0;9;Federation,Starfleet,Civilian,Exobiology,Astrophysicist,Human,Musician,Vulcan,Telepath;nonhuman,male,organic,tos,captain,bridge_crew,first_officer,spock,spock_tos,crew_max_rarity_2
5;3;0.02877698;0.036093418;5;384;25;842;160;353;854;355;701;0;0;0;0;0;0;234;83;271;0;0;0;0;0;153;150;206;89;353;348;291;92;592;477;831;0;735;0;19;8;154;76;361;371;215;218;83;2;331;64;173;18;640;366;739;32;True;1943;3;False;False;False;False;False;False;False;True;False;835;1405;75;30;7;14;12;10;0;2;0;7;20;0;0;11;Federation,Starfleet,Civilian,Human,Vulcan,Marksman,JuryRigger,Musician,Criminal,Telepath,Costumed;nonhuman,male,organic,tos,bridge_crew,first_officer,spock,spock_tos,crew_max_rarity_5
4;2;0.02877698;0.01305483;2;985;978;256;24;89;0;0;0;0;0;0;0;0;0;0;0;0;298;48;183;0;0;402;409;0;0;963;836;1007;0;1009;0;1010;0;897;612;951;825;918;559;947;817;630;325;1005;0;1009;0;882;580;1007;829;867;13;True;1943;3;False;False;True;False;False;False;False;False;False;152;80;61;0;2;14;8;10;0;2;0;4;750;0;0;5;Denobulan,Civilian,Doctor,Romantic,Exobiology;nonhuman,male,organic,ent,phlox,crew_max_rarity_2
1;2;0.01438849;0.005221932;4;659;83;0;0;0;532;194;393;0;0;0;0;0;0;0;0;0;802;278;813;0;0;0;0;346;278;893;0;580;349;886;0;901;0;279;16;559;241;802;0;880;0;212;29;484;208;640;377;30;1;866;181;278;27;True;1943;3;False;False;True;False;False;False;False;False;False;375;725;322;255;7;12;12;5;0;2;0;1;200;0;0;8;Denobulan,Interrogator,TerranEmpire,Doctor,Exobiology,Brutal,Starfleet,MirrorUniverse;nonhuman,male,organic,ent,mirror,phlox,crew_max_rarity_4
5;3;0.02877698;0.036363635;3;899;830;237;110;304;440;76;170;0;0;0;154;8;28;0;0;0;0;0;0;0;0;404;383;412;434;848;461;796;673;983;0;959;872;978;0;628;182;715;294;785;444;700;280;735;572;783;698;727;561;931;951;913;9;True;1943;1;False;False;False;False;False;False;True;False;False;315;290;30;0;4;10;6;8;0;1;1;0;2;0;0;7;Human,Federation,Scoundrel,Explorer,Exoarchaeology,Smuggler,Civilian;female,organic,tng,vash,crew_max_rarity_3
1;3;0.035971224;0.21443737;2;955;949;0;0;0;125;28;79;320;61;145;253;26;77;0;0;0;0;0;0;536;553;0;0;555;554;889;741;816;605;876;686;805;637;854;641;964;828;989;0;918;823;986;0;952;708;885;795;940;682;913;990;888;7;True;1943;1;False;False;False;False;False;False;True;False;False;145;40;0;360;2;6;6;10;2;1;0;7;15;0;0;7;Bajoran,Starfleet,Federation,Pilot,Crafty,Prodigy,Maverick;female,nonhuman,organic,tng,sito,crew_max_rarity_2
10;2;0.035971224;0.037037037;5;455;544;0;0;0;0;0;0;1159;167;360;854;165;371;0;0;0;0;0;0;47;66;0;0;0;0;249;309;318;394;218;248;82;88;196;235;836;0;706;0;381;337;688;0;778;0;444;430;771;0;333;661;288;0;True;1943;0;False;False;False;False;False;False;True;False;False;425;40;25;905;10;14;10;10;0;0;0;0;0;0;0;6;Gambler,Saboteur,Human,Desperate,Federation,Starfleet;admiral,male,organic,tng,cartwright,crew_max_rarity_5
10;1;0.007194245;0.037037037;1;1019;1008;219;48;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;403;0;0;980;705;1021;0;1021;0;1022;0;1022;0;973;689;949;452;970;694;936;414;1021;0;1022;0;1022;0;1022;1022;1023;6;True;1943;1;True;False;False;False;False;False;False;False;False;75;195;5;0;1;10;6;10;0;1;0;0;0;0;0;5;Human,Federation,Civilian,Botanist,Caregiver;female,organic,ds9,keiko,crew_max_rarity_1
8;2;0.035971224;0.1;2;977;983;0;0;0;321;48;160;262;37;86;0;0;0;0;0;0;0;0;0;569;579;0;0;497;507;950;828;787;580;949;766;955;834;932;720;897;717;997;0;1001;0;997;0;879;625;913;799;868;606;1004;1000;1001;1;True;1943;2;True;False;False;False;False;False;False;False;False;195;220;0;145;2;10;6;10;0;2;4;8;10;0;0;1;Cardassian;nonhuman,male,organic,ds9,bridge_crew,damar,crew_max_rarity_2
5;2;0.02877698;0.018181818;2;988;972;0;0;0;217;42;145;0;0;0;0;0;0;319;44;122;0;0;0;0;0;0;0;541;539;1005;0;959;737;916;726;1011;0;1008;0;952;748;862;522;1005;0;1002;0;740;457;957;810;929;624;903;848;1005;5;True;1943;2;False;False;False;False;False;False;False;False;True;115;270;43;155;2;14;0;10;0;1;0;4;300;0;0;5;Bajoran,Cardassian,Starfleet,ObsidianOrder,UndercoverOperative;nonhuman,female,organic,voy,ensign,seska,crew_max_rarity_2
8;3;0.02877698;0.05732484;4;732;776;0;0;0;327;113;276;465;73;156;0;0;0;798;47;124;0;0;0;423;460;0;0;491;448;688;703;495;324;301;406;715;728;600;610;725;458;393;516;900;0;824;0;304;240;757;578;594;395;574;311;863;3;True;1943;1;False;False;False;False;False;False;False;False;True;715;1025;184;155;6;6;6;6;0;0;0;0;0;0;0;5;Cardassian,Kazon,ObsidianOrder,UndercoverOperative,Villain;nonhuman,female,organic,voy,ensign,seska,crew_max_rarity_4
5;2;0.02877698;0.018181818;1;1010;993;0;0;0;97;40;154;0;0;0;0;0;0;252;21;81;0;0;0;0;0;0;0;558;552;1014;0;985;728;972;784;1017;0;1018;0;987;739;942;567;1015;0;1016;0;890;526;987;807;972;620;963;926;1019;22;True;1943;4;False;False;False;False;False;False;False;False;True;460;255;135;45;2;12;8;10;0;0;0;0;0;1;1;9;Starfleet,Federation,Human,Klingon,Maquis,Innovator,JuryRigger,Saboteur,Cyberneticist;nonhuman,female,organic,voy,lieutenant,torres,crew_max_rarity_1
1;3;0.02877698;0.05732484;3;888;796;0;0;0;281;78;212;148;76;204;0;0;0;462;44;148;0;0;0;608;595;0;0;514;505;894;625;728;364;626;321;904;670;860;545;839;592;645;488;976;0;945;0;544;321;867;686;775;515;789;596;959;15;True;1943;3;False;False;False;False;False;False;False;False;True;740;475;130;0;3;10;6;4;0;2;1;1;200;0;0;6;Starfleet,Human,Klingon,Maquis,JuryRigger,Saboteur;nonhuman,female,organic,voy,lieutenant,torres,crew_max_rarity_3
8;2;0.035971224;0.1;2;997;994;0;0;0;309;51;157;119;20;64;0;0;0;0;0;0;0;0;0;614;616;0;0;502;515;989;846;865;632;991;794;998;861;984;748;929;718;1007;0;1010;0;1010;0;924;626;939;800;907;607;1011;1010;1010;13;True;1943;1;False;False;True;False;False;False;False;False;False;270;190;3;150;2;12;6;2;0;1;1;1;150;0;0;6;Starfleet,Human,UndercoverOperative,Marksman,Desperate,Section31;male,organic,ent,lieutenant,reed,crew_max_rarity_2
9;3;0.035971224;0.21443737;5;319;84;0;0;0;924;274;608;925;149;298;464;114;222;0;0;0;0;0;0;167;182;0;0;159;92;290;410;72;31;258;340;182;224;230;338;185;70;607;0;536;574;585;0;173;66;98;37;134;53;498;551;435;11;True;1943;2;False;False;False;False;False;False;True;False;False;415;300;0;420;7;10;14;6;2;1;0;1;300;0;0;5;Cardassian,Interrogator,Brutal,Survivalist,Veteran;nonhuman,male,organic,tng,madred,crew_max_rarity_5
2;3;0.02877698;0.05732484;3;885;969;0;0;0;180;30;84;373;37;77;0;0;0;545;30;102;0;0;0;484;542;0;0;548;549;837;832;756;698;552;638;859;839;780;727;903;823;627;548;974;0;942;0;591;575;919;855;877;677;769;576;957;20;True;1943;3;True;False;False;False;False;False;False;False;False;290;1030;74;0;5;20;6;10;0;1;0;3;15;0;0;5;Human,Resourceful,JuryRigger,TerranRebellion,MirrorUniverse;male,organic,ds9,mirror,captain,obrien,crew_max_rarity_3
8;3;0.02877698;0.05732484;4;790;793;0;0;0;495;63;148;305;12;46;0;0;0;631;153;350;0;0;0;546;572;0;0;379;417;808;856;586;653;373;223;840;869;744;757;714;712;415;241;924;0;866;0;298;130;749;793;586;601;601;337;898;9;True;1943;2;True;False;False;False;False;False;False;False;False;1205;100;510;200;6;6;6;6;0;2;0;0;0;0;0;5;Human,Starfleet,Federation,JuryRigger,Veteran;male,organic,ds9,obrien,crew_max_rarity_4
4;3;0.02877698;0.033333335;4;726;741;0;0;0;723;145;288;0;0;0;228;13;39;638;114;239;0;0;0;0;0;0;0;246;254;911;0;560;488;546;480;844;870;889;0;535;416;416;337;817;840;820;0;177;104;490;467;430;349;479;338;755;9;True;1943;2;True;False;False;False;False;False;False;False;False;1200;565;412;355;7;12;6;12;2;1;0;5;18000;0;0;6;Human,Starfleet,Federation,JuryRigger,Veteran,UndercoverOperative;male,organic,ds9,obrien,crew_max_rarity_4
4;2;0.02877698;0.033333335;2;991;1013;0;0;0;0;0;0;0;0;0;187;28;79;383;34;76;0;0;0;0;0;0;0;0;0;1006;0;1008;0;905;777;982;845;1009;0;1008;0;839;561;965;820;1005;0;891;709;968;862;1010;0;815;827;949;10;True;1943;3;True;False;False;False;False;False;False;False;False;230;225;100;50;2;4;6;4;2;2;0;2;10;0;0;5;Ferengi,Bajoran,Civilian,Saboteur,JuryRigger;nonhuman,male,organic,ds9,rom,crew_max_rarity_2
8;3;0.021582734;0.02972399;5;366;454;0;0;0;0;0;0;583;10;26;951;254;502;869;126;257;0;0;0;321;447;0;0;0;0;537;859;562;812;105;385;166;222;452;761;780;0;269;313;254;147;613;0;306;427;329;213;705;0;24;188;205;11;True;1943;2;True;False;False;False;False;False;False;False;False;900;950;135;0;9;12;12;12;0;2;0;0;0;0;0;6;Ferengi,Bajoran,Diplomat,Saboteur,CulturalFigure,Politician;nonhuman,male,organic,ds9,nagus,rom,crew_max_rarity_5
9;3;0.02877698;0.036363635;4;680;364;439;146;447;811;58;145;0;0;0;237;154;318;0;0;0;0;0;0;0;0;324;239;223;263;623;266;556;722;891;0;738;482;864;0;216;99;421;196;406;45;391;176;458;634;411;276;423;613;702;793;612;8;True;1943;0;False;False;False;False;False;False;True;False;False;475;350;145;290;7;10;6;8;3;0;0;3;10;0;0;6;Civilian,Human,Scoundrel,Desperate,Crafty,Resourceful;male,organic,tng,rasmussen,crew_max_rarity_4
4;2;0.02877698;0.033333335;2;984;988;0;0;0;0;0;0;0;0;0;238;38;89;332;47;141;0;0;0;0;0;0;0;0;0;1004;0;1006;0;902;704;968;830;1007;0;1006;0;833;494;948;807;1001;0;887;647;956;849;1006;0;790;820;927;0;True;1943;1;False;False;False;False;False;False;False;False;True;380;230;107;0;3;5;3;10;2;2;0;3;10;0;0;5;Human,Ktarian,Starfleet,Federation,Resourceful;female,nonhuman,organic,voy,naomi,crew_max_rarity_2
10;2;0.035971224;0.044444446;1;1006;996;151;27;91;0;0;0;220;45;112;0;0;0;0;0;0;0;0;0;585;589;419;420;0;0;907;635;968;762;969;732;981;802;958;693;979;822;962;558;979;813;954;510;1012;0;1016;0;1016;0;1015;1015;1017;10;True;1943;1;False;False;False;False;False;False;False;True;False;295;445;0;15;2;5;3;10;2;0;0;3;10;0;0;3;Federation,Starfleet,Human;male,organic,tos,ensign,bridge_crew,chekov,crew_max_rarity_1
6;2;0.01438849;0.018181818;2;974;888;0;0;0;0;0;0;359;32;98;0;0;0;0;0;0;136;93;335;497;552;0;0;0;0;902;824;904;778;898;759;912;823;703;212;1001;0;995;0;999;0;861;272;999;0;1005;0;905;358;1001;866;893;19;True;1943;1;False;False;False;False;False;False;False;False;True;790;280;170;20;4;12;8;10;0;1;0;0;0;2;1;7;Human,Starfleet,Federation,Pilot,Maverick,Nurse,Gambler;organic,voy,lieutenant,bridge_crew,paris,crew_max_rarity_2
